Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
tig00000001_polypolish	cds	158306	159610	+	NHFMJM_00685	emrA	Secretion protein HlyD	COG:COG1566, COG:V, SO:0001217, UniRef:UniRef50_A0A0H2M024, UniRef:UniRef90_D0IVJ6
tig00000001_polypolish	cds	159722	161269	+	NHFMJM_00690	araJ	Multidrug resistance protein B	COG:COG2814, COG:G, SO:0001217, UniRef:UniRef50_A0A1A9HJP6, UniRef:UniRef90_A0A0L7N3F5
tig00000001_polypolish	cds	161339	161668	-	NHFMJM_00695		TPR-REGION domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4V1MSI5
tig00000001_polypolish	cds	161723	162901	+	NHFMJM_00700	ulaG	Lactamase-B domain-containing protein	COG:COG2220, COG:G, SO:0001217, UniRef:UniRef50_W6UXF3, UniRef:UniRef90_D0IVJ3
tig00000001_polypolish	cds	162933	163490	+	NHFMJM_00705		TonB-C domain-containing protein	SO:0001217, UniRef:UniRef50_B7WVP1
tig00000001_polypolish	ncRNA-region	163579	163689	+			Glycine riboswitch	RFAM:RF00504, SO:0000035
tig00000001_polypolish	ncRNA-region	163709	163834	+			Glycine riboswitch	RFAM:RF00504, SO:0000035
tig00000001_polypolish	cds	163899	165035	+	NHFMJM_00710	gcvT	Glycine cleavage system T protein	COG:COG0404, COG:E, SO:0001217, UniRef:UniRef50_A0A4D8XLZ4, UniRef:UniRef90_A0A5D9ANY1
tig00000001_polypolish	cds	165158	165532	+	NHFMJM_00715	gcvH	Glycine cleavage system H protein	COG:COG0509, COG:E, SO:0001217, UniRef:UniRef50_Q2K814, UniRef:UniRef90_D0IVJ0
tig00000001_polypolish	cds	165580	166131	+	NHFMJM_00720		Molybdate metabolism regulator	SO:0001217, UniRef:UniRef50_D0IVI9, UniRef:UniRef90_D0IVI9
tig00000001_polypolish	cds	166222	169125	+	NHFMJM_00725	gcvP	Glycine dehydrogenase (decarboxylating)	COG:COG1003, COG:E, SO:0001217, UniRef:UniRef50_Q8F937, UniRef:UniRef90_D0IVI8
tig00000001_polypolish	cds	169369	171549	+	NHFMJM_00730	pAS	Histidine kinase	COG:COG2202, COG:T, SO:0001217, UniRef:UniRef50_A0A0Q0XLP5, UniRef:UniRef90_D0IVI7
tig00000001_polypolish	cds	171570	172232	+	NHFMJM_00735	rluA	Pseudouridine synthase	COG:COG0564, COG:J, SO:0001217, UniRef:UniRef50_A0A5C1E9U8, UniRef:UniRef90_D0J834
tig00000001_polypolish	cds	172582	173703	+	NHFMJM_00740	livK	Branched chain amino acid ABC transporter substrate-binding protein	COG:COG0683, COG:E, SO:0001217, UniRef:UniRef50_A0A498RSV4, UniRef:UniRef90_A0A5A7MF52
tig00000001_polypolish	cds	173800	174723	+	NHFMJM_00745	livH	high-affinity branched-chain amino acid ABC transporter permease LivH	COG:COG0559, COG:E, SO:0001217, UniRef:UniRef50_A0A3S5AXU2, UniRef:UniRef90_UPI000EAE1465
tig00000001_polypolish	cds	174723	175961	+	NHFMJM_00750	livM	Branched-chain amino acid transport system permease protein	COG:COG4177, COG:E, SO:0001217, UniRef:UniRef50_A0A6S7F5B9, UniRef:UniRef90_A0A2G6ZQC3
tig00000001_polypolish	cds	176017	176784	+	NHFMJM_00755	livG	Branched-chain amino acid transport system ATP-binding protein	COG:COG0411, COG:E, SO:0001217, UniRef:UniRef50_A0A078LMD5, UniRef:UniRef90_A0A2G6ZQ83
tig00000001_polypolish	cds	176784	177497	+	NHFMJM_00760	livF	Leucine/isoleucine/valine transporter ATP-binding subunit	RefSeq:WP_080995877.1, SO:0001217, UniParc:UPI0009BC0E5B, UniRef:UniRef100_A0A0L7N3U4, UniRef:UniRef50_P22731, UniRef:UniRef90_A0A0L7N3U4
tig00000001_polypolish	cds	177590	178354	+	NHFMJM_00765	fabG	Short-chain dehydrogenase/reductase SDR	COG:COG1028, COG:I, SO:0001217, UniRef:UniRef50_A0A0P0MHQ0, UniRef:UniRef90_B7WVQ3
tig00000001_polypolish	cds	178878	179861	+	NHFMJM_00770	tctC	Tripartite-type tricarboxylate transporter, extracytoplasmic receptor component TctC	COG:C, COG:COG3181, SO:0001217, UniRef:UniRef50_F3KY02, UniRef:UniRef90_B7WVQ4
tig00000001_polypolish	cds	179989	180504	+	NHFMJM_00775		Hemerythrin	COG:COG2703, COG:T, SO:0001217, UniRef:UniRef50_A9BX01, UniRef:UniRef90_A0A096GFZ5
tig00000001_polypolish	cds	180571	181014	-	NHFMJM_00780	uspA	Universal stress protein	COG:COG0589, COG:T, SO:0001217, UniParc:UPI0001DA68E0, UniRef:UniRef100_A0A7U9A5S9, UniRef:UniRef50_A0A1H9EM03, UniRef:UniRef90_B7WVQ6
tig00000001_polypolish	cds	181166	181639	-	NHFMJM_00785		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A076PPY2, UniRef:UniRef90_A0A096F2X4
tig00000001_polypolish	cds	181836	182615	-	NHFMJM_00790		2OG-Fe dioxygenase family protein	COG:COG4340, COG:R, SO:0001217, UniRef:UniRef50_A0A345DBN6, UniRef:UniRef90_A0A5D9ALR3
tig00000001_polypolish	cds	182827	184002	-	NHFMJM_00795	pobA	4-hydroxybenzoate 3-monooxygenase	COG:COG0654, COG:HC, SO:0001217, UniRef:UniRef50_P00438, UniRef:UniRef90_A0A096CFB8
tig00000001_polypolish	cds	184183	184971	+	NHFMJM_00800	iclR	IclR family transcriptional regulator	COG:COG1414, COG:K, SO:0001217, UniRef:UniRef50_O83046, UniRef:UniRef90_A0A1Y1J1Y7
tig00000001_polypolish	cds	185117	186028	-	NHFMJM_00805	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, RefSeq:WP_034352381.1, SO:0001217, UniParc:UPI00050FDB97, UniRef:UniRef100_A0A0L7N2W8, UniRef:UniRef50_Q6N0R6, UniRef:UniRef90_A0A0L7N2W8
tig00000001_polypolish	cds	186217	187215	+	NHFMJM_00810	tctC	TctC	COG:C, COG:COG3181, SO:0001217, UniRef:UniRef50_A9BX07, UniRef:UniRef90_A0A076PSN2
tig00000001_polypolish	cds	187336	188676	-	NHFMJM_00815		Arabinose ABC transporter permease	SO:0001217, UniRef:UniRef50_L9PDL3, UniRef:UniRef90_A0A076PIZ3
tig00000001_polypolish	cds	189015	190070	+	NHFMJM_00820	cyoA	Ubiquinol oxidase subunit 2	COG:C, COG:COG1622, SO:0001217, UniRef:UniRef50_A0A2W5QA50, UniRef:UniRef90_A0A096FSR3
tig00000001_polypolish	cds	190133	192139	+	NHFMJM_00825	cyoB	Cytochrome bo3 quinol oxidase subunit 1 apoprotein	COG:C, COG:COG0843, SO:0001217, UniRef:UniRef50_Q8K994, UniRef:UniRef90_A0A1D8IX01
tig00000001_polypolish	cds	192132	192764	+	NHFMJM_00830	cyoC,qoxC	Cytochrome bo(3) ubiquinol oxidase subunit 3	COG:C, COG:COG1845, RefSeq:WP_003055501.1, SO:0001217, UniParc:UPI0000E7E17F, UniRef:UniRef100_A0A1Y1J1J2, UniRef:UniRef50_A0A554UAL6, UniRef:UniRef90_A0A1Y1J1J2
tig00000001_polypolish	cds	192765	193190	+	NHFMJM_00835	cyoD	Cytochrome bo(3) ubiquinol oxidase subunit 4	COG:C, COG:COG3125, SO:0001217, UniRef:UniRef50_A0A1B3PL43, UniRef:UniRef90_A0A096F2W6
tig00000001_polypolish	cds	193199	193981	+	NHFMJM_00840	shy1	SURF1-like protein	COG:COG3346, COG:O, SO:0001217, UniRef:UniRef50_L0WFQ7, UniRef:UniRef90_D0J813
tig00000001_polypolish	cds	194159	195403	+	NHFMJM_00845	baeS	Histidine kinase	COG:COG0642, COG:T, SO:0001217, UniRef:UniRef50_A0A379MZ74, UniRef:UniRef90_A0A5A7MD86
tig00000001_polypolish	cds	195419	195955	+	NHFMJM_00850		Chemotaxis protein CheY	COG:COG4567, COG:TK, SO:0001217, UniRef:UniRef50_A0A2G8RBE0, UniRef:UniRef90_A0A096GFY7
tig00000001_polypolish	cds	196112	196540	+	NHFMJM_00855		hypothetical protein	
tig00000001_polypolish	cds	196665	196916	+	NHFMJM_00860		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A096F2W2, UniRef:UniRef90_A0A096F2W2
tig00000001_polypolish	cds	197296	199620	-	NHFMJM_00865	clpA	ATP-dependent Clp protease adapter protein ClpS	COG:COG0542, COG:O, SO:0001217, UniRef:UniRef50_P05444, UniRef:UniRef90_A0A7H0GLE2
tig00000001_polypolish	cds	199683	199928	-	NHFMJM_00870	clpS	ATP-dependent Clp protease adapter protein ClpS	COG:COG2127, COG:O, SO:0001217, UniParc:UPI000300BE04, UniRef:UniRef100_A0A373FRT3, UniRef:UniRef50_A1TS63, UniRef:UniRef90_A0A176TYH1
tig00000001_polypolish	cds	200066	200257	+	NHFMJM_00875		hypothetical protein	
tig00000001_polypolish	cds	200248	203781	-	NHFMJM_00880	dnaE	DNA polymerase III subunit alpha	COG:COG0587, COG:L, SO:0001217, UniRef:UniRef50_A0A4S5BYX6, UniRef:UniRef90_A0A0L7N2X0
tig00000001_polypolish	cds	203997	204812	+	NHFMJM_00885	bamD	Outer membrane protein assembly factor BamD	COG:COG4105, COG:M, SO:0001217, UniRef:UniRef50_A0A0Q7DWU0, UniRef:UniRef90_D0J805
tig00000001_polypolish	cds	204870	206969	-	NHFMJM_00890	dinG	Helicase	COG:COG1199, COG:L, SO:0001217, UniRef:UniRef50_A0A0H2M1H4, UniRef:UniRef90_A0A0E3CEL4
tig00000001_polypolish	cds	207085	207858	+	NHFMJM_00895	pTC1	Protein serine/threonine phosphatase	COG:COG0631, COG:T, SO:0001217, UniRef:UniRef50_A0A4P6X375, UniRef:UniRef90_B7WVS8
tig00000001_polypolish	cds	207964	208725	-	NHFMJM_00900		hypothetical protein	SO:0001217, UniRef:UniRef50_D0J802, UniRef:UniRef90_D0J802
tig00000001_polypolish	cds	208794	209891	-	NHFMJM_00905	zapE	Cell division protein ZapE	COG:COG1485, COG:D, SO:0001217, UniRef:UniRef50_A0A554WV89, UniRef:UniRef90_A0A370EYC7
tig00000001_polypolish	cds	210045	211472	-	NHFMJM_00910	lpdA	Dihydrolipoyl dehydrogenase	COG:C, COG:COG1249, SO:0001217, UniRef:UniRef50_P31046, UniRef:UniRef90_A0A080NL31
tig00000001_polypolish	cds	211554	212795	-	NHFMJM_00915	sucB	2-oxoglutarate dehydrogenase complex component E2	COG:C, COG:COG0508, SO:0001217, UniRef:UniRef50_P52993, UniRef:UniRef90_A0A5N7WCP9
tig00000001_polypolish	cds	212859	215738	-	NHFMJM_00920	sucA	Oxoglutarate dehydrogenase (succinyl-transferring)	COG:C, COG:COG0567, RefSeq:WP_034375832.1, SO:0001217, UniParc:UPI00050FAE46, UniRef:UniRef100_A0A096H5R6, UniRef:UniRef50_Q59106, UniRef:UniRef90_A0A096H5R6
tig00000001_polypolish	ncRNA-region	215743	215825	-			SucA RNA motif	RFAM:RF01070, SO:0005836
tig00000001_polypolish	cds	215959	217134	+	NHFMJM_00925	perM	Putative PurR-regulated permease PerM	COG:COG0628, COG:R, SO:0001217, UniRef:UniRef50_A0A5E7UK27, UniRef:UniRef90_A0A370EZQ7
tig00000001_polypolish	cds	217368	217958	+	NHFMJM_00930		Formate dehydrogenase-N subunit alpha	SO:0001217, UniParc:UPI0001DA6F47, UniRef:UniRef100_A0A7M1L9E2, UniRef:UniRef50_P24183, UniRef:UniRef90_A0A373FRR9
tig00000001_polypolish	ncRNA-region	217953	218011	+			Selenocysteine insertion sequence 3	RFAM:RF01989, SO:1001268
tig00000001_polypolish	cds	218007	220433	+	NHFMJM_00935	yjgC	Formate dehydrogenase-N subunit alpha	COG:COG3383, COG:R, SO:0001217, UniRef:UniRef50_A0A3M5D7H3, UniRef:UniRef90_A0A5N7WG00
tig00000001_polypolish	cds	220446	221375	+	NHFMJM_00940	fdxH	Formate dehydrogenase (Quinone-dependent) iron-sulfur subunit	COG:C, COG:COG0437, SO:0001217, UniRef:UniRef50_A0A0A5SHV4, UniRef:UniRef90_A0A1D8IVH7
tig00000001_polypolish	cds	221372	221998	+	NHFMJM_00945	fdnI	Formate dehydrogenase	COG:C, COG:COG2864, RefSeq:WP_003066500.1, SO:0001217, UniParc:UPI0001BB12DC, UniRef:UniRef100_A0A0L7N2Y2, UniRef:UniRef50_A0A0L7N2Y2, UniRef:UniRef90_A0A0L7N2Y2
tig00000001_polypolish	cds	222081	223046	+	NHFMJM_00950	fdhE	Protein FdhE-like protein	COG:CO, COG:COG3058, SO:0001217, UniRef:UniRef50_A0A3M6Q884, UniRef:UniRef90_A0A1Y1J218
tig00000001_polypolish	cds	223073	224575	+	NHFMJM_00955	selA	L-seryl-tRNA(Sec) selenium transferase	COG:COG1921, COG:J, SO:0001217, UniRef:UniRef50_A8G7W0, UniRef:UniRef90_D0J7Z1
tig00000001_polypolish	cds	224673	226598	+	NHFMJM_00960	selB	SelB translation factor	COG:COG3276, COG:J, SO:0001217, UniRef:UniRef50_A0A534C5Y4, UniRef:UniRef90_A0A5D9AQ09
tig00000001_polypolish	tRNA	226782	226877	+	NHFMJM_00965	SeC_trna	tRNA-SeC	SO:0005857
tig00000001_polypolish	cds	226942	228720	+	NHFMJM_00970		Tyrosine-type recombinase/integrase	SO:0001217, UniRef:UniRef50_A0A7G5EI27
tig00000001_polypolish	cds	228776	228874	+	NHFMJM_00975		hypothetical protein	
tig00000001_polypolish	cds	229308	229910	-	NHFMJM_00980		Serine recombinase PinR	SO:0001217, UniRef:UniRef50_P0ADI0
tig00000001_polypolish	cds	229989	230606	-	NHFMJM_00985		hypothetical protein	
tig00000001_polypolish	cds	230678	231055	-	NHFMJM_00990		Transposase IS4	SO:0001217, UniRef:UniRef50_A0A6V7CGV8, UniRef:UniRef90_A0A0E3BQV0
tig00000001_polypolish	cds	231076	231501	-	NHFMJM_00995	tnp-IS5	IS5 family transposase	SO:0001217, UniRef:UniRef50_A9BTF1, UniRef:UniRef90_A9BT10
tig00000001_polypolish	tRNA	231645	231723	+	NHFMJM_01000	SeC_trna	tRNA-SeC	SO:0005857
tig00000001_polypolish	cds	232207	233016	-	NHFMJM_01005		cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	SO:0001217, UniRef:UniRef50_A0A1H7VAK5
tig00000001_polypolish	cds	233127	233933	-	NHFMJM_01010		3-oxoacyl-[acyl-carrier-protein] reductase FabG	SO:0001217, UniRef:UniRef50_A0A1E7W4W7
tig00000001_polypolish	cds	233976	237044	-	NHFMJM_01015		Multidrug efflux pump subunit AcrB	SO:0001217, UniRef:UniRef50_F3GFB0, UniRef:UniRef90_A0A1X7DLK6
tig00000001_polypolish	cds	237041	238162	-	NHFMJM_01020		Hemolysin secretion protein D	SO:0001217, UniRef:UniRef50_A0A0C5E2B4, UniRef:UniRef90_A0A5A7MJP3
tig00000001_polypolish	cds	238251	238868	-	NHFMJM_01025		AcrR family transcriptional regulator	SO:0001217, UniRef:UniRef50_F8GWB6, UniRef:UniRef90_A0A5A7MLF9
tig00000001_polypolish	cds	238956	240392	+	NHFMJM_01030		Transporter	SO:0001217, UniRef:UniRef50_A0A6S6Z2X9, UniRef:UniRef90_A0A5A7MJ46
tig00000001_polypolish	cds	240676	241035	+	NHFMJM_01035		hypothetical protein	
tig00000001_polypolish	cds	241370	242188	-	NHFMJM_01040		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0L7N3L0, UniRef:UniRef90_A0A0L7N3L0
tig00000001_polypolish	cds	242289	242540	+	NHFMJM_01045		hypothetical protein	
tig00000001_polypolish	cds	242807	243484	-	NHFMJM_01050		CRP-like cAMP-binding protein	SO:0001217, UniRef:UniRef50_A0A167HFD9, UniRef:UniRef90_A0A370EJP2
tig00000001_polypolish	cds	243586	244578	+	NHFMJM_01055		NitT/TauT family transport system substrate-binding protein	SO:0001217, UniRef:UniRef50_F6ALW4, UniRef:UniRef90_A0A370EJ58
tig00000001_polypolish	cds	244590	245390	+	NHFMJM_01060		NitT/TauT family transport system ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A1K0JH87, UniRef:UniRef90_A0A370ELI6
tig00000001_polypolish	cds	245380	246135	+	NHFMJM_01065		NitT/TauT family transport system permease protein	SO:0001217, UniRef:UniRef50_A0A0P0LEY6, UniRef:UniRef90_A0A370EMI8
tig00000001_polypolish	cds	246180	247079	+	NHFMJM_01070		hypothetical protein	
tig00000001_polypolish	cds	247120	247296	+	NHFMJM_01075		hypothetical protein	
tig00000001_polypolish	cds	247463	248329	-	NHFMJM_01080		hypothetical protein	
tig00000001_polypolish	cds	248409	249536	-	NHFMJM_01085		Porin	SO:0001217, UniRef:UniRef50_D8IRB5, UniRef:UniRef90_A0A5N7XGT3
tig00000001_polypolish	cds	249588	250583	-	NHFMJM_01090		ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A244E9Q9
tig00000001_polypolish	cds	250714	251043	-	NHFMJM_01095		NIPSNAP family protein	SO:0001217, UniRef:UniRef50_L0M908, UniRef:UniRef90_A0A5N7XPL8
tig00000001_polypolish	cds	251040	252755	-	NHFMJM_01100		FAD-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_A0A6J5F9Q3, UniRef:UniRef90_A0A5N7XKH4
tig00000001_polypolish	cds	252772	253602	-	NHFMJM_01105		SDR family oxidoreductase	SO:0001217, UniRef:UniRef50_A0A2R8AY67, UniRef:UniRef90_A0A5N7XGS9
tig00000001_polypolish	cds	253760	254683	+	NHFMJM_01110		Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_H0Q5X0, UniRef:UniRef90_A0A5N7XH43
tig00000001_polypolish	cds	256486	257376	-	NHFMJM_01115		Arylformamidase	SO:0001217, UniRef:UniRef50_K9SA17
tig00000001_polypolish	cds	257816	258862	-	NHFMJM_01120	amnG	4-hydroxy-2-oxovalerate aldolase 2	COG:COG0119, COG:E, EC:4.1.3.39, GO:0008701, GO:0019439, GO:0030145, SO:0001217, UniRef:UniRef50_P51016, UniRef:UniRef90_Q13VU3
tig00000001_polypolish	cds	258878	259819	-	NHFMJM_01125		Acetaldehyde dehydrogenase	SO:0001217, UniRef:UniRef50_B2AIJ6, UniRef:UniRef90_A0A096FEZ6
tig00000001_polypolish	cds	259931	260695	-	NHFMJM_01130		Ureidoglycolase	SO:0001217, UniRef:UniRef50_A0A2X1F225
tig00000001_polypolish	cds	260692	261504	-	NHFMJM_01135		2-keto-4-pentenoate hydratase	SO:0001217, UniRef:UniRef50_A0A1G8I907
tig00000001_polypolish	cds	261516	261950	-	NHFMJM_01140		2-aminomuconate deaminase	SO:0001217, UniRef:UniRef50_Q9KWS2
tig00000001_polypolish	cds	261970	263430	-	NHFMJM_01145		Aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase	SO:0001217, UniRef:UniRef50_P23105, UniRef:UniRef90_A0A368XHX4
tig00000001_polypolish	cds	263475	264287	-	NHFMJM_01150		2-aminophenol 1,6-dioxygenase subunit alpha	SO:0001217, UniRef:UniRef50_Q6J1Z5
tig00000001_polypolish	cds	264318	265241	-	NHFMJM_01155		2-aminophenol/2-amino-5-chlorophenol 1,6-dioxygenase beta subunit	SO:0001217, UniRef:UniRef50_Q6J1Z6, UniRef:UniRef90_A0A368XHK5
tig00000001_polypolish	cds	265924	266286	-	NHFMJM_01160		DDE family transposase	SO:0001217, UniRef:UniRef50_A0A370EKC6
tig00000001_polypolish	cds	266286	267257	-	NHFMJM_01165		Integrase core domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1H6NBI9, UniRef:UniRef90_A0A1I1CM80
tig00000001_polypolish	cds	268071	268280	-	NHFMJM_01170		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_B2PWK4
tig00000001_polypolish	cds	268678	268878	+	NHFMJM_01175		hypothetical protein	
tig00000001_polypolish	cds	268785	269651	-	NHFMJM_01180		Putative transmembrane protein	SO:0001217, UniRef:UniRef50_A0A3T0RNZ6, UniRef:UniRef90_D0IY64
tig00000001_polypolish	cds	270496	270876	+	NHFMJM_01185		DNA-binding domain of ModE	SO:0001217, UniRef:UniRef50_A0A1Y1IUR6
tig00000001_polypolish	cds	271196	271480	+	NHFMJM_01190		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A096GX06, UniRef:UniRef90_UPI000246497A
tig00000001_polypolish	cds	271649	272530	+	NHFMJM_01195		Nitroreductase	SO:0001217, UniRef:UniRef50_A0A370ERN1, UniRef:UniRef90_A0A0L7MRG7
tig00000001_polypolish	cds	272631	273260	-	NHFMJM_01200	modB	Molybdenum transport system permease	SO:0001217, UniRef:UniRef50_A0A4P8JRE1, UniRef:UniRef90_A0A0L7MR22
tig00000001_polypolish	cds	273329	274132	-	NHFMJM_01205	modA	Molybdenum ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A0L7MS16, UniRef:UniRef90_A0A0L7MS16
tig00000001_polypolish	cds	274221	274703	+	NHFMJM_01210	tsaA	TsaA-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A031I4U8, UniRef:UniRef90_A0A096FH81
tig00000001_polypolish	cds	274727	274882	-	NHFMJM_01215		hypothetical protein	
tig00000001_polypolish	cds	275230	276918	-	NHFMJM_01220	menE,fadK	Long-chain-fatty-acid--CoA ligase	COG:COG0318, COG:I, SO:0001217, UniRef:UniRef50_A0A554XPX0, UniRef:UniRef90_D0J7Y9
tig00000001_polypolish	cds	277009	277614	+	NHFMJM_01225	hugZ	Pyridoxamine 5'-phosphate oxidase-related protein	COG:COG0748, COG:P, SO:0001217, UniRef:UniRef50_A0A1V3SDB5, UniRef:UniRef90_D0J7Y8
tig00000001_polypolish	cds	277611	278168	-	NHFMJM_01230		hypothetical protein	SO:0001217, UniRef:UniRef50_A9C365, UniRef:UniRef90_A0A096FIZ2
tig00000001_polypolish	cds	278223	279623	-	NHFMJM_01235	ySH1	RNA processing exonuclease, beta-lactamase fold, Cft2 family	COG:COG1236, COG:J, SO:0001217, UniRef:UniRef50_A0A373FCQ4, UniRef:UniRef90_A0A0K6HQ93
tig00000001_polypolish	cds	279819	281270	-	NHFMJM_01240	tolC	RND efflux system, outer membrane lipoprotein	COG:COG1538, COG:M, SO:0001217, UniRef:UniRef50_A0A1I1RXS0, UniRef:UniRef90_D0J7Y5
tig00000001_polypolish	cds	281296	284526	-	NHFMJM_01245	oqxB	Efflux pump membrane transporter	COG:COG0841, COG:V, SO:0001217, UniRef:UniRef50_I1DY27, UniRef:UniRef90_D0J7Y4
tig00000001_polypolish	cds	284549	285790	-	NHFMJM_01250	mexE	Efflux transporter, RND family, MFP subunit	COG:COG0845, COG:MV, SO:0001217, UniRef:UniRef50_A0A6M4H9Q4, UniRef:UniRef90_B7WVW5
tig00000001_polypolish	cds	285971	286795	-	NHFMJM_01255		Alpha/beta hydrolase	SO:0001217, UniRef:UniRef50_A0A1P8JSM6, UniRef:UniRef90_A0A5N7WCQ6
tig00000001_polypolish	cds	286972	287898	+	NHFMJM_01260	lysR	Transcriptional regulator, LysR family	COG:COG0583, COG:K, SO:0001217, UniRef:UniRef50_A0A1H0HJ49, UniRef:UniRef90_B7WVW7
tig00000001_polypolish	cds	287937	291992	-	NHFMJM_01265	hrpA	ATP-dependent RNA helicase HrpA	COG:COG1643, COG:J, SO:0001217, UniRef:UniRef50_D8IPP1, UniRef:UniRef90_A0A5D9AK36
tig00000001_polypolish	cds	292268	293446	+	NHFMJM_01270		Metallophos domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R0DZK7, UniRef:UniRef90_A0A0M2DL80
tig00000001_polypolish	cds	293917	294750	+	NHFMJM_01275		DZANK-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A076PSI7
tig00000001_polypolish	cds	294755	295417	+	NHFMJM_01280		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A373FAL8, UniRef:UniRef90_A0A096FIY6
tig00000001_polypolish	cds	295483	297021	+	NHFMJM_01285		hypothetical protein	
tig00000001_polypolish	cds	297124	299004	-	NHFMJM_01290	fes	Enterochelin esterase	COG:COG2382, COG:P, SO:0001217, UniRef:UniRef50_A0A4R7FX44, UniRef:UniRef90_A0A5A7MCZ8
tig00000001_polypolish	cds	299021	301258	-	NHFMJM_01295	fiu	TonB dependent/Ligand-Gated channel TonB	COG:COG4774, COG:P, SO:0001217, UniRef:UniRef50_A0A5A7MCN6, UniRef:UniRef90_A0A5A7MCN6
tig00000001_polypolish	cds	301413	302693	-	NHFMJM_01300		hypothetical protein	
tig00000001_polypolish	cds	302829	304022	+	NHFMJM_01305	araJ	Major facilitator superfamily MFS_1	COG:COG2814, COG:G, SO:0001217, UniRef:UniRef50_A6X7E7, UniRef:UniRef90_D0J7X2
tig00000001_polypolish	cds	304926	305516	+	NHFMJM_01310	cpaA	Peptidase A24A prepilin type IV	COG:COG4960, COG:OT, SO:0001217, UniRef:UniRef50_A0A2J7VBB3, UniRef:UniRef90_B7WWL5
tig00000001_polypolish	cds	305549	306394	+	NHFMJM_01315	cpaB	Pilus assembly transmembrane protein	COG:COG3745, COG:UW, SO:0001217, UniRef:UniRef50_A0A0S4VV75, UniRef:UniRef90_D0J7X0
tig00000001_polypolish	cds	306460	308016	+	NHFMJM_01320	cpaC	Type II and III secretion system protein	COG:COG4964, COG:UW, SO:0001217, UniRef:UniRef50_A0A120DBR8, UniRef:UniRef90_B7WWL7
tig00000001_polypolish	cds	308031	308360	+	NHFMJM_01325		hypothetical protein	
tig00000001_polypolish	cds	308524	308733	+	NHFMJM_01330		Flp pilus assembly protein, pilin Flp	SO:0001217, UniRef:UniRef50_D0J7W7, UniRef:UniRef90_A0A0K6HQ18
tig00000001_polypolish	cds	308920	309129	+	NHFMJM_01335		Flp pilus assembly protein, pilin Flp	RefSeq:WP_114862404.1, SO:0001217, UniParc:UPI000E0B4EF8, UniRef:UniRef100_A0A370EY91, UniRef:UniRef50_D0J7W7, UniRef:UniRef90_A0A0K6HQ18
tig00000001_polypolish	cds	309246	310457	+	NHFMJM_01340		Putative Flp pilus-assembly TadE/G-like	SO:0001217, UniRef:UniRef50_A0A1D9GUZ5, UniRef:UniRef90_A0A0K6HPP7
tig00000001_polypolish	cds	310463	310906	+	NHFMJM_01345		TadE-like protein	RefSeq:WP_034408168.1, SO:0001217, UniParc:UPI00050F5B7E, UniRef:UniRef100_A0A1Y1J6U3, UniRef:UniRef50_D0J7W4, UniRef:UniRef90_D0J7W4
tig00000001_polypolish	cds	310903	311346	+	NHFMJM_01350	tadG	TadE-like protein	COG:COG4961, COG:UW, RefSeq:WP_034408038.1, SO:0001217, UniParc:UPI00050E0DAA, UniRef:UniRef100_UPI00050E0DAA, UniRef:UniRef50_D0J7W3, UniRef:UniRef90_D0J7W3
tig00000001_polypolish	cds	311362	312522	+	NHFMJM_01355	cpaE	Histidine kinase	COG:COG4963, COG:UW, SO:0001217, UniRef:UniRef50_A0A4Z0BDM7, UniRef:UniRef90_A0A0M2DL32
tig00000001_polypolish	cds	312550	313965	+	NHFMJM_01360	cpaF	Type II/IV secretion system ATP hydrolase TadA/VirB11/CpaF	COG:COG4962, COG:UW, SO:0001217, UniRef:UniRef50_A0A4V1ZA37, UniRef:UniRef90_A0A1Y1J4V2
tig00000001_polypolish	cds	313987	314976	+	NHFMJM_01365	tadB	Type II secretion system protein	COG:COG4965, COG:UW, SO:0001217, UniRef:UniRef50_A0A6J5C4G9, UniRef:UniRef90_D0J7W0
